ENSMUSG00000086022,4.52E-06,0.000000387,0.983528448,0.000000387
ENSMUSG00000015085,4.59E-06,0.541289955,0.622807078,0.00000459
ENSMUSG00000042111,4.59E-06,1.53E-26,0.414037202,1.53E-26
ENSMUSG00000040746,4.62E-06,0.000307995,0.148965615,0.00000462
ENSMUSG00000038286,4.74E-06,0.012128285,0.465185351,0.00000474
ENSMUSG00000005897,5.06E-06,8.39E-08,0.091246946,8.39E-08
ENSMUSG00000028164,5.06E-06,0.005484342,0.039724165,0.00000506
ENSMUSG00000058594,5.44E-06,0.00102505,0.519228581,0.00000544
ENSMUSG00000027635,5.52E-06,0.002347564,0.0941977,0.00000552
ENSMUSG00000034762,5.63E-06,1.7E-09,9.64E-11,9.64E-11
ENSMUSG00000001403,5.72E-06,0.023489313,0.027104868,0.00000572
ENSMUSG00000044468,5.75E-06,0.351613798,0.662698148,0.00000575
ENSMUSG00000038871,5.79E-06,0.498418985,0.060496504,0.00000579
ENSMUSG00000058672,6.23E-06,0.540012468,0.030520325,0.00000623
ENSMUSG00000003992,6.24E-06,0.070826249,0.943697774,0.00000624
ENSMUSG00000021701,6.24E-06,0.033114348,0.861440177,0.00000624
ENSMUSG00000035385,6.24E-06,0.006740176,0.000000148,0.000000148
ENSMUSG00000049460,6.27E-06,0.152156032,0.156054021,0.00000627
ENSMUSG00000024427,6.30E-06,0.906500287,0.603950773,0.0000063
ENSMUSG00000021198,6.33E-06,0.016609991,0.180767339,0.00000633
ENSMUSG00000031487,6.39E-06,0.014173162,0.681367609,0.00000639
ENSMUSG00000029236,6.48E-06,0.140492254,0.58481687,0.00000648
ENSMUSG00000002797,6.61E-06,0.000123088,0.01476279,0.00000661
ENSMUSG00000019478,6.68E-06,0.000529133,0.984545747,0.00000668
ENSMUSG00000028034,6.70E-06,0.00000353,0.300630492,0.00000353
ENSMUSG00000019841,6.74E-06,0.011392872,0.000564893,0.00000674
ENSMUSG00000023330,6.95E-06,0.048404809,0.226841815,0.00000695
ENSMUSG00000042271,7.28E-06,0.02266146,0.837889433,0.00000728
ENSMUSG00000070732,7.69E-06,0.000491469,0.016390691,0.00000769
ENSMUSG00000022747,8.14E-06,0.040463544,0.502342566,0.00000814
ENSMUSG00000036686,8.90E-06,0.505287052,0.000087,0.0000089
ENSMUSG00000078783,8.90E-06,3.61E-08,0.005681052,3.61E-08
